track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url,mood_category
Girl Song,beabadoobee,1,2024,8,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737d9a2e7835a178df7b0153aa,https://open.spotify.com/track/37G7NBSwMiZfi3Swzgh4rW,,https://www.youtube.com/watch?v=tpB9eAuMAAQ,calm and peaceful
Coming Home,beabadoobee,1,2024,8,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737d9a2e7835a178df7b0153aa,https://open.spotify.com/track/36FgNo5lmrUUSrDqXJLsrz,,https://www.youtube.com/watch?v=7Ol0jiLeWXE,calm and peaceful
Ever Seen,beabadoobee,1,2024,8,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737d9a2e7835a178df7b0153aa,https://open.spotify.com/track/505HhtdgN8lynQcJQCcIiD,,https://www.youtube.com/watch?v=-VEpcGrCOWY,calm and peaceful
Falling Behind,Laufey,1,2022,8,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27348341e864d4b4881f56f01b4,https://open.spotify.com/track/4KGGeE7RJsgLNZmnxGFlOj,,https://www.youtube.com/watch?v=Ej8RhiSv2-4,calm and peaceful
Tired,beabadoobee,1,2018,12,7,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fe11583497b2a332995b88ed,https://open.spotify.com/track/6F5mZpEEjhsAW8UEqbIpz1,,https://www.youtube.com/watch?v=OVaN7jXQss4,calm and peaceful
Call Me When You Get This,Corinne Bailey Rae,1,2006,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731ec9b096319afbcc2dca6879,https://open.spotify.com/track/2KTPl195TxcS4zywV8p1EY,,https://www.youtube.com/watch?v=Lz0PZuyDBPg,calm and peaceful
Pocketful of Sunshine,Natasha Bedingfield,1,2008,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273861f87fea3ad0f7b23453780,https://open.spotify.com/track/4hjuUelurEBKlqpJPJ77Iw,,https://www.youtube.com/watch?v=gte3BoXKwP0,calm and peaceful
Want U Around (feat. Ruel),"Omar Apollo, Ruel",2,2020,10,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733798d47f369cbeb130772c25,https://open.spotify.com/track/1Qu24vc8msUVLcMZWa4k1x,,https://www.youtube.com/watch?v=eAWGFo0ScGs,calm and peaceful
Cheer Me On,Malcolm Todd,1,2025,3,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/11gdbJcwyy7mgOrhArwi1D,,https://www.youtube.com/watch?v=BtJ7iWv2Mu0,calm and peaceful
Bleed (feat. Omar Apollo),"Malcolm Todd, Omar Apollo",2,2025,2,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/5p3ckKoVpUi51ByUmA1vfT,,https://www.youtube.com/watch?v=YCi4erc-QeQ,calm and peaceful
Angeles,Elliott Smith,1,1997,2,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ea7ac80765aa4549d18a27b9,https://open.spotify.com/track/0Ziohm1Ku8E2yUDYoclfhO,,https://www.youtube.com/watch?v=rQEEvDcMurE,calm and peaceful
Earrings,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/0eAuGrXyGFYwur9ARUe7LJ,,https://www.youtube.com/watch?v=a4tdS3IB294,calm and peaceful
Clementine,grentperez,1,2021,11,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273037555816718bbd733ebe635,https://open.spotify.com/track/377JgyibsyYZ1NEF9aa1ZZ,,https://www.youtube.com/watch?v=4nKLfrkO5SM,calm and peaceful
safety,greek,1,2022,10,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c12de4a270ee0e8c8fc2b675,https://open.spotify.com/track/455NN00cexwUiy0CkRbgqe,,https://www.youtube.com/watch?v=CPCHB6Rm6ew,calm and peaceful
The Two of Us,Omar Apollo,1,2020,10,16,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2733798d47f369cbeb130772c25,https://open.spotify.com/track/24i3ftE5sMEGsGtclPQPSc,,https://www.youtube.com/watch?v=FlZQJFdL5nY,calm and peaceful
Nobody But You,"Sonder, Jorja Smith",2,2021,4,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2734ea1dc12584cb9ec10d2b058,https://open.spotify.com/track/6VFKuuqSbA1GpMEosUgTwQ,,https://www.youtube.com/watch?v=V7Sy2AywSkw,calm and peaceful
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T,,https://www.youtube.com/watch?v=7K7Sl0FPsVo,calm and peaceful
But Not Kiss,Faye Webster,1,2024,3,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f0923a06c895b3f507f1f7b3,https://open.spotify.com/track/78nMVqRwap5hysPgnziW4u,,https://www.youtube.com/watch?v=JsdH_1EpDv0,calm and peaceful
Underdressed at the Symphony,Faye Webster,1,2024,3,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f0923a06c895b3f507f1f7b3,https://open.spotify.com/track/2WjEUnzuDhwlFpp9epgtrW,,https://www.youtube.com/watch?v=xNgPRyClSZU,calm and peaceful
You Owe Me,Malcolm Todd,1,2024,9,27,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ec2143e5aa8537a7de47b004,https://open.spotify.com/track/0fVL6EBaQ2X12qQLiFgyg2,,https://www.youtube.com/watch?v=aM9zaRKYppo,calm and peaceful
Farewell,marQ,1,2024,7,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fc743fb89c5403593b875d07,https://open.spotify.com/track/1JHJWwjCJa9jZvAA235QVt,,https://www.youtube.com/watch?v=9q0zannt7dY,calm and peaceful
Intercourse,Malcolm Todd,1,2023,3,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e1a853bc2b1eed30fea3ec3d,https://open.spotify.com/track/3pDdt6KmWZM9tUQPyyZ1YV,,https://www.youtube.com/watch?v=bSXeqd4nAg8,calm and peaceful
Walk to Class,Malcolm Todd,1,2025,4,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/6KBzft33aLJTLiTcAoJrKK,,https://www.youtube.com/watch?v=uCF2NgQffko,calm and peaceful
4Me 4Me,Malcolm Todd,1,2024,1,26,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/07oVB2BTnBp1RBQ5gdbWLA,,https://www.youtube.com/watch?v=IqzfU9T-UEM,calm and peaceful
Concrete,Malcolm Todd,1,2025,4,4,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/2x0He9oNZea2wj5XaO4iF6,,https://www.youtube.com/watch?v=nQYUnkJeBok,calm and peaceful
Love On The Brain,Rihanna,1,2016,1,28,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2736be9bac15995f089579074de,https://open.spotify.com/track/5oO3drDxtziYU2H1X23ZIp,,https://www.youtube.com/watch?v=QMP-o8WXSPM,calm and peaceful
Need You Now,Lady A,1,2010,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2735a8b541ca2a563671ff38ddf,https://open.spotify.com/track/7GAaTpSoTWUTbP2Yxlt4Hd,,https://www.youtube.com/watch?v=eM213aMKTHg,calm and peaceful
Crazy Stupid Love,LAUNDRY DAY,1,2023,9,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731388eb0409485e4c26a41e45,https://open.spotify.com/track/5gZmKbISqeyhHl63nMFvi0,,https://www.youtube.com/watch?v=83NkgCH6Tdc,calm and peaceful
Nikes,Frank Ocean,1,2016,8,20,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,https://open.spotify.com/track/19YKaevk2bce4odJkP5L22,,https://www.youtube.com/watch?v=diIFhc_Kzng,calm and peaceful
Call Me,Troy Javelona,1,2024,5,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c36ec26180ddddbddd6c9687,https://open.spotify.com/track/0DAaLfgJiLKCNzYbHTYsl5,,https://www.youtube.com/watch?v=ee5jZCzRre8,calm and peaceful
STOP BY,"Biking With Francis, Garrett Sparrow, maximilian, Joshua Raw",4,2023,6,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d41d1633a9b044159c9008e8,https://open.spotify.com/track/1s7rcVjAo6biQrEVurIK41,,https://www.youtube.com/watch?v=bCCikUVZvE4,calm and peaceful
innocence,"kamen!, trvs",2,2025,7,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c25c8c0ce92ef307f7a74562,https://open.spotify.com/track/5AeNBUw7586ttfHCJTUOqT,,https://www.youtube.com/watch?v=6o79RN3BnNE,calm and peaceful
Attention,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273436145513f91113c10292b12,https://open.spotify.com/track/4YL3I7JjXiS0p8GpCestbv,,https://www.youtube.com/watch?v=5VBqMuaiwYk,calm and peaceful
Silver Lining,Laufey,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738f68f6e65c1cfd36bb21561c,https://open.spotify.com/track/4tyjNEHKos3lZPYAfTiMKH,,https://www.youtube.com/watch?v=wbzJB36Z1F4,calm and peaceful
Mr. Eclectic,Laufey,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738f68f6e65c1cfd36bb21561c,https://open.spotify.com/track/0gBlPhTZaqY06DHCL9V7W5,,https://www.youtube.com/watch?v=kSNK3uGKav0,calm and peaceful
Sabotage,Laufey,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738f68f6e65c1cfd36bb21561c,https://open.spotify.com/track/1fUp9sWmy3EiZzPGbJmR4W,,https://www.youtube.com/watch?v=3BZjksqlkns,calm and peaceful
Original,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273436145513f91113c10292b12,https://open.spotify.com/track/4C2VgkK31XEllBMUGu7bPN,,https://www.youtube.com/watch?v=YNfdJXbqru4,calm and peaceful
Zip Up My Fly,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273436145513f91113c10292b12,https://open.spotify.com/track/37nwfPGR24VGbOUWvzbZs1,,https://www.youtube.com/watch?v=KIKyFPVMMG8,calm and peaceful
Who's the Fool,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/7lMl1Jon7Yo9KD7hCrKivr,,https://www.youtube.com/watch?v=PE1N9sDnhDI,calm and peaceful
I'll Come Back For You,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27387607b2c8f5f52f1f057be0d,https://open.spotify.com/track/77bj21qqfVP9Ya2S4ViGku,,https://www.youtube.com/watch?v=zJl_9lBRPGI,calm and peaceful
Nemo,Malcolm Todd,1,2025,8,8,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273436145513f91113c10292b12,https://open.spotify.com/track/6VEONsWw5rc4Ya9ep3wuQY,,https://www.youtube.com/watch?v=U-Kx-I6esCk,calm and peaceful
On My Shoulder,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/6hKFQb0Jsr51UFJ4sNVoUx,,https://www.youtube.com/watch?v=y8dduxrSkGg,calm and peaceful
Ladygirl,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/3R1XKFgSo7a8paa77cZCM0,,https://www.youtube.com/watch?v=cmaYpQniliE,calm and peaceful
Art House,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/5YBxGJYKJ7Se2Uq7S0pVOL,,https://www.youtube.com/watch?v=S-WzHrkNELw,calm and peaceful
What's Up,Malcolm Todd,1,2023,3,24,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273e1a853bc2b1eed30fea3ec3d,https://open.spotify.com/track/44HrR9XYoeU3TsigJMRT9V,,https://www.youtube.com/watch?v=JZc0RRo_fB0,calm and peaceful
Rockstar Boyfriend,Malcolm Todd,1,2024,4,5,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732c1f34ecc1929fb59908aad1,https://open.spotify.com/track/5l6Jiee2LliSKnmietqO0e,,https://www.youtube.com/watch?v=7T2qSLSHm-Y,calm and peaceful
BLEEDING,GIVEON,1,2025,7,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f949fecf209f5e20900c126d,https://open.spotify.com/track/1Q44YCmHulLTI61D3IGe2g,,https://www.youtube.com/watch?v=7NCQ55HGOpU,calm and peaceful
DON'T LEAVE,GIVEON,1,2025,7,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2735f1fdcba9a677d0c124e2c15,https://open.spotify.com/track/5gXD4exv3XSwYh4BFQ0phf,,https://www.youtube.com/watch?v=4W0nWFgmATE,calm and peaceful
Have A Baby (With Me),Daniel Caesar,1,2025,7,25,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2732bad6e56e77d5bef0aa3f2dc,https://open.spotify.com/track/1V0rl8HIvcfn1ztxPuYMFc,,https://www.youtube.com/watch?v=Sz5YFAOlkRE,calm and peaceful
Rearrange My World,"Daniel Caesar, Rex Orange County",2,2025,2,14,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27312046e0feb232527e09e6d43,https://open.spotify.com/track/3Ku0VYAQ4b6IomnonhjdVv,,https://www.youtube.com/watch?v=mZOf5_rIfK4,calm and peaceful
Gone Girl,SZA,1,2022,12,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bc18bdade69ec5ef0bb25b17,https://open.spotify.com/track/2Sjx8DWZO5zaTyTAmgo2gY,,https://www.youtube.com/watch?v=rA6DIHIg5To,calm and peaceful
Crybaby,SZA,1,2025,2,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27316fdde9f6b5606419ca9b7ca,https://open.spotify.com/track/0lYhn8BHyws0nEVMu7xejq,,https://www.youtube.com/watch?v=xuZDP6uSD-Q,calm and peaceful
No.1 (feat. Tems),"Tyla, Tems",2,2024,10,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d69acad4d4918387c0c8626f,https://open.spotify.com/track/3r3PUPpBBkLVfApv3iXwvt,,https://www.youtube.com/watch?v=Ts8RGi8V-FM,calm and peaceful
WALKING AWAY,Justin Bieber,1,2025,7,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d65c4773bc5061fd27facc5b,https://open.spotify.com/track/0LutvoC2HqCfnaRSjrhtzo,,https://www.youtube.com/watch?v=sbF2O_LOyyQ,calm and peaceful
Folded,Kehlani,1,2025,6,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c23c6110d6061ba7e2311141,https://open.spotify.com/track/0bxPRWprUVpQK0UFcddkrA,,https://www.youtube.com/watch?v=KFMYx1TibeQ,calm and peaceful
Everything I Am,"Kanye West, DJ Premier",2,2007,9,11,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://open.spotify.com/track/0NrtwAmRAdLxua31SzHvXr,,https://www.youtube.com/watch?v=ZtkNfC5Oymw,calm and peaceful
Yikes,Kanye West,1,2018,6,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,https://open.spotify.com/track/1qsHYUd2c1wFGcn7e63QmG,,https://www.youtube.com/watch?v=X0DdchJiDJI,calm and peaceful
Violent Crimes,Kanye West,1,2018,6,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2730cd942c1a864afa4e92d04f2,https://open.spotify.com/track/3s7MCdXyWmwjdcWh7GWXas,,https://www.youtube.com/watch?v=DSY7u8Jg9c0,calm and peaceful
Sativa,"Jhene Aiko, Swae Lee",2,2017,9,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2737ccc8005498d9f75b03333c2,https://open.spotify.com/track/2pg2TiYo9Rb8KeB5JjP7jS,,https://www.youtube.com/watch?v=5x-d3pabd5o,calm and peaceful
Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",2,2019,8,30,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a37d773f1a975bffb51f42fe,https://open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,,https://www.youtube.com/watch?v=zHZVV02osIw,calm and peaceful
Poison,Brent Faiyaz,1,2016,8,3,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,18,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2731a0d446b811ad07512eb19df,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe,,https://www.youtube.com/watch?v=O8CKxlmkZtw,calm and peaceful
Hrs & Hrs,Muni Long,1,2022,9,23,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273d424d6448da5d51e00f6fda7,https://open.spotify.com/track/3ncmoWTwJgx63LwMTyBCXf,,https://www.youtube.com/watch?v=UfJVqffTSjA,calm and peaceful
Girls Need Love,Summer Walker,1,2018,10,19,0,0,0,0,0,0,0,0,120,Unknown,Major,50,49,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273fb023e6073e38a52082cc7b6,https://open.spotify.com/track/644rGY6maSElnKVsAg1gJj,,https://www.youtube.com/watch?v=1l8vIAvAerE,calm and peaceful
Over,Lucky Daye,1,2022,3,10,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273b9e256dbfe004473288bcdac,https://open.spotify.com/track/23CKxEwKWsLs6LD5poGOLM,,https://www.youtube.com/watch?v=Ylf8gJQe8So,calm and peaceful
Sorrows,Bryson Tiller,1,2020,10,2,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b2738d586fabbd18826b7f4c936e,https://open.spotify.com/track/5TXQCMKN6TgemTL3c4wRTn,,https://www.youtube.com/watch?v=ajY7IVd3KRA,calm and peaceful
Stay Ready (What A Life),"Jhene Aiko, Kendrick Lamar",2,2013,1,1,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a0fa057b8ad3f3c4969f0c97,https://open.spotify.com/track/5nkUIVKqOqdpB6ApKgEMkv,,https://www.youtube.com/watch?v=Dv7OVwv46YY,calm and peaceful
Sugar! Honey! Love!,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/0iIut6VJ8lIT5di5ejg78O,,https://www.youtube.com/watch?v=VViwMClRQDw,calm and peaceful
It's Just Us,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/78oIDxTChs1EJrQwUc931r,,https://www.youtube.com/watch?v=w6acdzD1Tr0,calm and peaceful
For: You,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/6L1xZIyw9U8kICunpmDvq4,,https://www.youtube.com/watch?v=rh4uA8CgtMI,calm and peaceful
"Fall Apart,",Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/21byfhwYAw4fxV2iq7iAdN,,https://www.youtube.com/watch?v=BRLnd0EJ-3Y,calm and peaceful
Daggers!,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/5OHwNOD7QVfwbxulaNw0go,,https://www.youtube.com/watch?v=4omO2Zwxhuw,calm and peaceful
Angels All Around Me,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27304e110f1143e692eab438893,https://open.spotify.com/track/0tbzabQUhf3QpxRuS9jKxi,,https://www.youtube.com/watch?v=QI-n90wP3CM,calm and peaceful
Breeze!,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,47,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/4lyTGDRXBIItgLDcAxMTbn,,https://www.youtube.com/watch?v=qqZ8IVEW6dw,calm and peaceful
Sunshine & Rain...,Kali Uchis,1,2025,5,9,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273a7493f1985f820a9add223d2,https://open.spotify.com/track/7lj0vXLgWbyB0BvCsk22hn,,https://www.youtube.com/watch?v=yc8_dYPx4ao,calm and peaceful
WHAT NOW,UMI,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bfd03854c188c9a81d3e1397,https://open.spotify.com/track/4XqRNaXZwQGRarYCnRtbtE,,https://www.youtube.com/watch?v=-BMub_kRQeU,calm and peaceful
GROCERY STORE,UMI,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,17,50,0,10,5,https://i.scdn.co/image/ab67616d0000b27311e7709f90951d086dafc2f9,https://open.spotify.com/track/3XiD5Qc6z0ZfqUhQK3x4b6,,https://www.youtube.com/watch?v=FeTspZ4pe7g,calm and peaceful
SOMEWHERE NEW,UMI,1,2025,8,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,51,21,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273c1d0f40bb6a37c01ddc2367c,https://open.spotify.com/track/1N6DuiJTSaFp70uHRFr29l,,https://www.youtube.com/watch?v=tmO77J2Lh1U,calm and peaceful
10AM,UMI,1,2025,8,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,50,22,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273f6ae17d530e8329a71767223,https://open.spotify.com/track/6LhFNIzCwNI6hLElcHIZch,,https://www.youtube.com/watch?v=i0kSoJfNf8w,calm and peaceful
RIGHT/WRONG,UMI,1,2025,8,21,0,0,0,0,0,0,0,0,120,Unknown,Major,50,52,20,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273bfd03854c188c9a81d3e1397,https://open.spotify.com/track/2hbp4aDCZ6GnHhxJwTkkOE,,https://www.youtube.com/watch?v=xAO851qj6d0,calm and peaceful
Sycamore Tree,Khamari,1,2025,8,22,0,0,0,0,0,0,0,0,120,Unknown,Major,50,48,19,50,0,10,5,https://i.scdn.co/image/ab67616d0000b273ff9c7d748a8ea1a27077c589,https://open.spotify.com/track/7tI7tajzcGEvbKDXC36B4g,,https://www.youtube.com/watch?v=eZqHQmIavbA,calm and peaceful
